age,job,marital,education,month,duration
33,technician,single,professional.course,jun,66
56,unemployed,divorced,university.degree,jun,447
54,technician,married,professional.course,jun,167
53,blue-collar,married,basic.9y,jun,668
41,admin.,divorced,high.school,jun,204
28,student,single,high.school,jun,256
52,blue-collar,divorced,high.school,jun,676
27,services,single,high.school,jun,170
28,technician,single,professional.course,jun,63
40,technician,married,basic.9y,jun,168
59,blue-collar,married,basic.6y,jun,133
41,services,married,high.school,jun,153
32,blue-collar,married,basic.9y,jun,118
35,technician,married,professional.course,jun,117
52,technician,married,high.school,jun,572
38,admin.,single,unknown,jun,681
47,technician,married,professional.course,jun,59
37,services,divorced,high.school,jun,42
32,self-employed,married,basic.9y,jun,408
48,blue-collar,married,unknown,jun,127
39,blue-collar,married,high.school,jun,314
33,admin.,married,university.degree,jun,277
36,entrepreneur,single,university.degree,jun,140
50,entrepreneur,married,university.degree,jun,424
37,admin.,single,high.school,jun,159
30,entrepreneur,married,professional.course,jun,775
57,self-employed,married,university.degree,jun,187
36,blue-collar,married,professional.course,jun,102
30,self-employed,single,university.degree,jun,2621
33,admin.,married,high.school,jun,96
50,admin.,married,high.school,jun,167
29,services,married,high.school,jun,200
46,services,married,professional.course,jun,75
22,services,single,basic.4y,jun,249
50,admin.,married,high.school,jun,85
45,management,married,university.degree,jun,134
47,admin.,married,university.degree,jun,50
37,technician,married,university.degree,jun,173
42,self-employed,married,unknown,jun,60
39,unemployed,married,professional.course,jun,320
37,technician,married,professional.course,jun,854
51,services,married,high.school,jun,236
55,technician,married,basic.9y,jun,183
28,admin.,married,high.school,jun,185
43,technician,married,professional.course,jun,41
40,services,married,basic.6y,jun,39
32,services,married,basic.9y,jun,138
43,admin.,married,university.degree,jun,411
56,retired,married,basic.4y,jun,394
26,blue-collar,married,basic.9y,jun,209
26,admin.,married,high.school,jun,266
36,self-employed,married,university.degree,jun,134
38,admin.,married,university.degree,jun,311
47,blue-collar,married,unknown,jun,705
28,blue-collar,married,basic.6y,jun,89
39,admin.,married,high.school,jun,93
50,management,married,basic.4y,jun,847
40,admin.,married,high.school,jun,675
50,housemaid,divorced,basic.4y,jun,273
33,admin.,single,high.school,jun,162
54,admin.,divorced,university.degree,jun,213
29,admin.,single,university.degree,jun,641
33,admin.,single,university.degree,jun,61
29,student,married,high.school,jun,136
27,technician,single,high.school,jun,187
57,blue-collar,married,basic.4y,jun,332
34,entrepreneur,single,professional.course,jun,76
28,services,single,high.school,jun,406
35,admin.,married,university.degree,jun,544
35,self-employed,married,basic.9y,jun,363
50,blue-collar,single,basic.9y,jun,756
45,blue-collar,married,basic.6y,jun,117
40,entrepreneur,married,basic.4y,jun,76
41,management,married,basic.6y,jun,271
58,admin.,single,professional.course,jun,203
36,blue-collar,married,university.degree,jun,338
36,admin.,single,university.degree,jun,70
37,admin.,married,university.degree,jun,198
37,technician,married,high.school,jun,398
42,admin.,married,high.school,jun,956
54,technician,married,professional.course,jun,76
39,blue-collar,married,basic.4y,jun,264
39,admin.,married,university.degree,jun,979
30,blue-collar,married,basic.4y,jun,89
39,entrepreneur,married,high.school,jun,135
40,services,single,high.school,jun,420
37,technician,single,high.school,jun,548
52,unemployed,married,high.school,jun,235
56,admin.,married,unknown,jun,87
43,blue-collar,married,basic.6y,jun,169
31,management,married,high.school,jun,343
42,unemployed,married,professional.course,jun,88
26,admin.,single,basic.4y,jun,68
39,services,married,high.school,jun,77
42,management,married,basic.9y,jun,116
44,services,single,high.school,jun,363
30,blue-collar,divorced,basic.9y,jun,116
42,blue-collar,married,basic.6y,jun,311
45,unknown,married,unknown,jun,138
44,entrepreneur,married,basic.4y,jun,48
44,blue-collar,married,high.school,jun,390
28,management,married,high.school,jun,61
45,blue-collar,married,basic.4y,jun,65
35,unemployed,divorced,basic.4y,jun,637
37,technician,single,university.degree,jun,117
24,admin.,single,university.degree,jun,128
30,technician,married,university.degree,jun,130
43,blue-collar,married,basic.6y,jun,193
32,technician,divorced,professional.course,jun,269
36,admin.,single,high.school,jun,150
44,admin.,divorced,high.school,jun,132
46,blue-collar,divorced,basic.6y,jun,1208
45,management,married,university.degree,jun,228
29,technician,divorced,university.degree,jun,585
51,blue-collar,married,basic.4y,jun,334
37,blue-collar,single,university.degree,jun,229
55,housemaid,married,university.degree,jun,441
38,blue-collar,divorced,basic.6y,jun,60
59,admin.,married,university.degree,jun,47
32,self-employed,divorced,professional.course,jun,235
58,blue-collar,married,high.school,jun,270
32,blue-collar,married,basic.9y,jun,192
54,blue-collar,married,high.school,jun,26
38,unemployed,married,basic.9y,jun,89
49,blue-collar,married,basic.4y,jun,61
43,services,married,high.school,jun,386
36,admin.,divorced,high.school,jun,54
52,admin.,married,university.degree,jun,272
43,technician,single,professional.course,jun,35
28,admin.,single,high.school,jun,284
46,technician,divorced,professional.course,jun,53
42,housemaid,married,unknown,jun,311
31,blue-collar,married,basic.9y,jun,245
38,blue-collar,married,basic.9y,jun,151
50,services,married,high.school,jun,64
39,services,single,high.school,jun,205
34,technician,married,university.degree,jun,250
30,management,single,university.degree,jun,66
51,technician,married,high.school,jun,137
43,admin.,married,high.school,jun,30
26,admin.,single,high.school,jun,72
35,admin.,married,university.degree,jun,284
24,entrepreneur,married,university.degree,jun,126
51,blue-collar,divorced,basic.4y,jun,120
31,unemployed,divorced,basic.4y,jun,48
45,entrepreneur,married,university.degree,jun,262
30,student,single,university.degree,jun,1062
46,unemployed,divorced,basic.9y,jun,283
44,admin.,single,high.school,jun,295
26,blue-collar,single,unknown,jun,203
38,blue-collar,married,basic.6y,jun,37
30,admin.,married,university.degree,jun,18
33,blue-collar,single,basic.9y,jun,18
31,blue-collar,single,basic.9y,jun,350
47,blue-collar,single,basic.4y,jun,190
57,retired,married,unknown,jun,54
36,blue-collar,single,high.school,jun,835
30,services,married,high.school,jun,421
40,blue-collar,divorced,basic.9y,jun,104
32,services,married,professional.course,jun,164
45,entrepreneur,married,unknown,jun,89
29,technician,single,high.school,jun,112
37,management,married,university.degree,jun,744
45,blue-collar,married,unknown,jun,503
48,technician,married,professional.course,jun,321
35,admin.,divorced,basic.9y,jun,24
34,admin.,married,university.degree,jun,102
42,technician,married,basic.6y,jun,261
32,admin.,single,high.school,jun,213
31,technician,married,professional.course,jun,371
38,admin.,single,university.degree,jun,190
30,blue-collar,married,basic.6y,jun,114
54,housemaid,married,basic.4y,jun,221
38,admin.,single,basic.9y,jun,247
25,blue-collar,single,basic.9y,jun,680
25,services,single,professional.course,jun,185
51,unemployed,divorced,university.degree,jun,110
35,blue-collar,single,basic.4y,jun,172
28,admin.,single,university.degree,jun,156
47,services,married,high.school,jun,347
35,technician,single,professional.course,jun,394
51,blue-collar,single,basic.9y,jun,573
28,technician,single,university.degree,jun,262
34,services,married,basic.9y,jun,37
27,blue-collar,married,basic.4y,jun,72
31,services,married,high.school,jun,417
35,technician,married,professional.course,jun,1528
56,management,married,university.degree,jun,154
31,services,single,basic.6y,jun,533
41,blue-collar,divorced,basic.4y,jun,122
58,blue-collar,married,basic.4y,jun,23
38,blue-collar,married,basic.6y,jun,82
47,services,married,high.school,jun,55
46,blue-collar,married,basic.4y,jun,67
56,retired,married,high.school,jun,83
47,services,married,high.school,jun,311
33,admin.,single,high.school,jun,113
55,technician,married,professional.course,jun,59
47,services,married,high.school,jun,551
56,retired,married,high.school,jun,367
32,blue-collar,married,high.school,jun,220
41,blue-collar,married,basic.6y,jun,15
52,self-employed,married,professional.course,jun,56
43,blue-collar,married,basic.4y,jun,173
29,admin.,married,high.school,jun,97
41,admin.,divorced,high.school,jun,199
23,blue-collar,married,professional.course,jun,94
51,blue-collar,divorced,unknown,jun,15
36,services,single,high.school,jun,142
51,blue-collar,divorced,unknown,jun,220
35,technician,married,professional.course,jun,417
43,blue-collar,married,basic.6y,jun,192
32,services,married,high.school,jun,443
41,services,married,basic.9y,jun,115
43,self-employed,married,university.degree,jun,1487
54,retired,single,basic.4y,jun,68
25,admin.,single,high.school,jun,54
36,admin.,married,high.school,jun,159
36,admin.,married,high.school,jun,335
42,admin.,divorced,university.degree,jun,104
35,entrepreneur,single,professional.course,jun,236
50,management,married,university.degree,jun,300
42,admin.,divorced,university.degree,jun,163
32,admin.,married,high.school,jun,156
32,admin.,married,high.school,jun,103
51,services,married,high.school,jun,269
39,blue-collar,divorced,basic.9y,jun,187
38,blue-collar,married,basic.9y,jun,41
43,blue-collar,married,basic.6y,jun,1540
39,blue-collar,divorced,basic.9y,jun,310
41,services,married,basic.9y,jun,147
34,admin.,single,high.school,jun,129
36,admin.,married,high.school,jun,208
28,services,single,high.school,jun,124
49,housemaid,divorced,basic.4y,jun,67
31,blue-collar,married,basic.9y,jun,1218
25,housemaid,married,basic.4y,jun,362
29,management,married,university.degree,jun,973
56,blue-collar,married,basic.4y,jun,36
54,blue-collar,divorced,basic.4y,jun,138
31,admin.,married,high.school,jun,132
34,blue-collar,married,professional.course,jun,1009
27,technician,married,university.degree,jun,55
31,admin.,married,high.school,jun,105
51,blue-collar,divorced,unknown,jun,339
28,admin.,single,university.degree,jun,355
28,management,single,basic.9y,jun,466
26,blue-collar,married,basic.4y,jun,94
25,services,married,high.school,jun,227
39,technician,married,professional.course,jun,65
28,blue-collar,married,basic.9y,jun,387
33,admin.,married,university.degree,jun,379
39,technician,married,professional.course,jun,401
55,management,single,basic.4y,jun,205
29,management,married,university.degree,jun,332
51,management,married,university.degree,jun,567
28,blue-collar,married,basic.9y,jun,200
24,blue-collar,single,basic.4y,jun,537
24,blue-collar,single,basic.4y,jun,476
45,blue-collar,divorced,unknown,jun,29
20,services,single,high.school,jun,290
34,blue-collar,married,basic.9y,jun,74
25,blue-collar,married,basic.9y,jun,76
29,self-employed,married,professional.course,jun,26
29,blue-collar,married,basic.9y,jun,27
29,self-employed,married,professional.course,jun,632
32,blue-collar,married,basic.6y,jun,316
32,blue-collar,married,basic.6y,jun,440
32,admin.,single,university.degree,jun,52
38,blue-collar,single,university.degree,jun,59
29,blue-collar,married,unknown,jun,243
37,technician,single,university.degree,jun,190
36,blue-collar,married,basic.9y,jun,81
55,management,single,basic.4y,jun,58
29,admin.,single,high.school,jun,356
43,blue-collar,married,basic.4y,jun,320
24,services,single,high.school,jun,221
24,services,single,high.school,jun,453
55,blue-collar,married,basic.4y,jun,345
38,blue-collar,married,basic.4y,jun,146
40,admin.,married,university.degree,jun,248
41,services,married,basic.9y,jun,324
29,entrepreneur,single,professional.course,jun,609
58,management,unknown,university.degree,jun,16
28,admin.,married,university.degree,jun,392
57,unemployed,married,basic.9y,jun,422
57,housemaid,married,basic.4y,jun,101
33,services,married,basic.4y,jun,577
43,blue-collar,married,basic.4y,jun,319
38,blue-collar,married,professional.course,jun,112
56,technician,single,university.degree,jun,308
52,services,single,high.school,jun,43
25,technician,married,professional.course,jun,149
31,housemaid,married,professional.course,jun,36
52,services,single,high.school,jun,324
36,admin.,married,high.school,jun,100
32,student,single,university.degree,jun,209
26,technician,single,high.school,jun,105
41,services,married,high.school,jun,707
31,entrepreneur,divorced,high.school,jun,119
